USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.1  0.0  23520 14712 ?        Ss   15:43   0:02 /sbin/init splash
root          45  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/8]
root          47  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/8:0H-events_highpri]
root          48  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/10]
root          49  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/10]
root          50  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/10]
root          51  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/10]
root          52  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/10:0-cgroup_destroy]
root          53  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/10:0H-events_highpri]
root          54  0.0  0.0      0     0 ?        S    15:43   0:00 [rcu_exp_par_gp_kthread_worker/2]
root          55  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/12]
root          56  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/12]
root          57  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/12]
root          58  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/12]
root          60  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/12:0H-events_highpri]
root          61  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/13]
root          62  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/13]
root          63  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/13]
root          64  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/13]
root          66  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/13:0H-events_highpri]
root          67  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/14]
root          68  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/14]
root          69  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/14]
root          70  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/14]
root          72  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/14:0H-events_highpri]
root          73  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/15]
root          74  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/15]
root          75  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/15]
root          76  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/15]
root          77  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/15:0-mm_percpu_wq]
root          78  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/15:0H-events_highpri]
root          79  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/16]
root          80  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/16]
root          81  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/16]
root          82  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/16]
root          83  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/16:0-slub_flushwq]
root          84  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/16:0H-events_highpri]
root          85  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/17]
root          86  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/17]
root          87  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/17]
root          88  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/17]
root          90  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/17:0H-events_highpri]
root          91  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/18]
root          92  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/18]
root          93  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/18]
root          94  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/18]
root          96  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/18:0H-events_highpri]
root          97  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/19]
root          98  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/19]
root          99  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/19]
root         100  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/19]
root         102  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/19:0H-events_highpri]
root         103  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/1]
root         104  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/1]
root         105  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/1]
root         106  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/1]
root         107  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/1:0-mm_percpu_wq]
root         108  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/1:0H-events_highpri]
root         109  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/3]
root         110  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/3]
root         111  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/3]
root         112  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/3]
root         114  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/3:0H-events_highpri]
root         115  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/5]
root         116  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/5]
root         117  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/5]
root         118  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/5]
root         119  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/5:0-events]
root         120  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/5:0H-events_highpri]
root         121  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/7]
root         122  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/7]
root         123  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/7]
root         124  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/7]
root         126  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/7:0H-events_highpri]
root         127  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/9]
root         128  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/9]
root         129  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/9]
root         130  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/9]
root         131  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/9:0-events]
root         132  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/9:0H-events_highpri]
root         133  0.0  0.0      0     0 ?        S    15:43   0:00 [cpuhp/11]
root         134  0.0  0.0      0     0 ?        S    15:43   0:00 [idle_inject/11]
root         135  0.0  0.0      0     0 ?        S    15:43   0:00 [migration/11]
root         136  0.0  0.0      0     0 ?        S    15:43   0:00 [ksoftirqd/11]
root         138  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/11:0H-events_highpri]
root         139  0.0  0.0      0     0 ?        S    15:43   0:00 [kdevtmpfs]
root         140  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-inet_frag_wq]
root         141  0.0  0.0      0     0 ?        S    15:43   0:00 [kauditd]
root         142  0.0  0.0      0     0 ?        S    15:43   0:00 [khungtaskd]
root         143  0.0  0.0      0     0 ?        S    15:43   0:00 [oom_reaper]
root         146  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-writeback]
root         147  0.0  0.0      0     0 ?        S    15:43   0:00 [kcompactd0]
root         148  0.0  0.0      0     0 ?        SN   15:43   0:00 [ksmd]
root         149  0.0  0.0      0     0 ?        SN   15:43   0:00 [khugepaged]
root         150  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-kintegrityd]
root         151  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-kblockd]
root         152  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-blkcg_punt_bio]
root         153  0.0  0.0      0     0 ?        S    15:43   0:00 [irq/9-acpi]
root         154  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/16:1-events]
root         155  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/1:1-cgroup_bpf_destroy]
root         156  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/2:1-kacpi_notify]
root         157  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/17:1-events]
root         158  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-tpm_dev_wq]
root         159  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-ata_sff]
root         160  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-md]
root         161  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-md_bitmap]
root         162  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-edac-poller]
root         163  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-devfreq_wq]
root         164  0.0  0.0      0     0 ?        S    15:43   0:00 [watchdogd]
root         165  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/17:1H-kblockd]
root         166  0.0  0.0      0     0 ?        S    15:43   0:00 [kswapd0]
root         167  0.0  0.0      0     0 ?        S    15:43   0:00 [ecryptfs-kthread]
root         168  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-kthrotld]
root         169  0.0  0.0      0     0 ?        S    15:43   0:00 [irq/123-aerdrv]
root         170  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-acpi_thermal_pm]
root         172  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/15:1]
root         173  0.0  0.0      0     0 ?        S    15:43   0:00 [hwrng]
root         174  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-hfi-updates]
root         176  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-mld]
root         177  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/8:1H-i915_cleanup]
root         178  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-ipv6_addrconf]
root         180  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/4:1-mm_percpu_wq]
root         186  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-kstrp]
root         187  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/3:1-events]
root         188  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/10:1-mm_percpu_wq]
root         189  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/12:1-events]
root         190  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/13:1-events]
root         191  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/14:1-mm_percpu_wq]
root         192  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/18:1-mm_percpu_wq]
root         194  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/11:1-events]
root         195  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/19:1-events]
root         198  0.1  0.0      0     0 ?        I<   15:43   0:01 [kworker/u81:0-rtw_tx_wq]
root         212  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-charger_manager]
root         215  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/0:1H-i915_cleanup]
root         239  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/16:1H-i915_cleanup]
root         242  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/6:1H-i915_cleanup]
root         262  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/10:1H-i915_cleanup]
root         263  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/4:1H-i915_cleanup]
root         264  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/12:1H-i915_cleanup]
root         266  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/5:1H-kblockd]
root         267  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/15:1H-i915_cleanup]
root         271  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/9:1H-kblockd]
root         274  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/2:1H-i915_cleanup]
root         277  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/18:1H-i915_cleanup]
root         284  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/19:1H-kblockd]
root         285  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/13:1H-events_highpri]
root         310  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/7:1H-kblockd]
root         311  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/1:1H-i915_cleanup]
root         313  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/14:1H-i915_cleanup]
root         315  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/9:2]
root         316  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/11:1H-i915_cleanup]
root         317  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/3:1H-kblockd]
root         344  1.1  0.0      0     0 ?        S    15:43   0:19 [irq/40-ASUP1304:00]
root         345  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/5:2-events]
root         347  0.0  0.0      0     0 ?        S    15:43   0:00 [irq/151-aerdrv]
root         348  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/7:1-mm_percpu_wq]
root         349  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-nvme-wq]
root         350  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-nvme-reset-wq]
root         351  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-nvme-delete-wq]
root         352  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-nvme-auth-wq]
root         353  0.0  0.0      0     0 ?        S    15:43   0:00 [spi0]
root         389  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/8:1-events]
root         411  0.0  0.0      0     0 ?        S    15:43   0:00 [jbd2/nvme0n1p7-8]
root         412  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-ext4-rsv-conversion]
root         462  0.0  0.1  50716 18016 ?        S<s  15:43   0:00 /usr/lib/systemd/systemd-journald
root         498  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/14:2-cgroup_bpf_destroy]
root         539  0.0  0.0  30600  8788 ?        Ss   15:43   0:00 /usr/lib/systemd/systemd-udevd
root         562  0.0  0.0      0     0 ?        S    15:43   0:00 [psimon]
root         583  0.2  0.0      0     0 ?        I    15:43   0:03 [kworker/u80:6-kvfree_rcu_reclaim]
root         584  0.1  0.0      0     0 ?        I    15:43   0:02 [kworker/u80:7-kvfree_rcu_reclaim]
root         597  0.2  0.0      0     0 ?        I    15:43   0:03 [kworker/u80:16-kvfree_rcu_reclaim]
root         640  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/13:2-events]
root         646  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/19:2-cgroup_destroy]
root         654  0.0  0.0      0     0 ?        S    15:43   0:00 [irq/169-mei_me]
root         655  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/0:2-events]
root         660  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-cfg80211]
root         668  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/12:2-rcu_gp]
root         675  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-cryptd]
root         702  0.0  0.0      0     0 ?        S    15:43   0:00 [irq/16-processor_thermal_device_pci]
root         709  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-led_workqueue]
root         712  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/7:2-mm_percpu_wq]
root         734  0.0  0.0      0     0 ?        I<   15:43   0:00 [kworker/R-ttm]
root         738  0.0  0.0      0     0 ?        S    15:43   0:00 [card1-crtc0]
root         739  0.0  0.0      0     0 ?        S    15:43   0:00 [card1-crtc1]
root         740  0.0  0.0      0     0 ?        S    15:43   0:00 [card1-crtc2]
root         741  0.0  0.0      0     0 ?        S    15:43   0:00 [card1-crtc3]
root         742  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/6:2-mm_percpu_wq]
root         743  2.7  0.0      0     0 ?        S    15:43   0:48 [irq/171-rtw88_pci]
systemd+     885  0.0  0.0  17560  7660 ?        Ss   15:43   0:00 /usr/lib/systemd/systemd-oomd
systemd+     887  0.0  0.0  21848 13504 ?        Ss   15:43   0:00 /usr/lib/systemd/systemd-resolved
systemd+     888  0.0  0.0  91048  7928 ?        Ssl  15:43   0:00 /usr/lib/systemd/systemd-timesyncd
root        1013  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/11:2-events]
avahi       1057  0.6  0.0  10056  6076 ?        Ss   15:43   0:11 avahi-daemon: running [rehan.local]
root        1058  0.0  0.0  13516  6876 ?        Ss   15:43   0:00 /usr/libexec/bluetooth/bluetoothd
message+    1059  0.0  0.0  12128  7192 ?        Ss   15:43   0:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+    1062  0.0  0.1 439208 16676 ?        Ssl  15:43   0:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd     1070  0.0  0.0 390364 11892 ?        Ssl  15:43   0:00 /usr/lib/polkit-1/polkitd --no-debug
root        1073  0.0  0.0 313660  8152 ?        Ssl  15:43   0:00 /usr/libexec/power-profiles-daemon
root        1079  0.0  0.2 2514860 37900 ?       Ssl  15:43   0:00 /usr/lib/snapd/snapd
root        1084  0.0  0.0 313292  7924 ?        Ssl  15:43   0:00 /usr/libexec/accounts-daemon
root        1085  0.0  0.0   9424  2900 ?        Ss   15:43   0:00 /usr/sbin/cron -f -P
root        1087  0.0  0.0 309720  6772 ?        Ssl  15:43   0:00 /usr/libexec/switcheroo-control
root        1089  0.0  0.0  18100  9192 ?        Ss   15:43   0:00 /usr/lib/systemd/systemd-logind
root        1090  0.0  0.0 424956 11052 ?        Ssl  15:43   0:00 /usr/sbin/thermald --systemd --dbus-enable --adaptive
root        1091  0.0  0.0 469796 14512 ?        Ssl  15:43   0:00 /usr/libexec/udisks2/udisksd
avahi       1099  0.0  0.0   8480  1524 ?        S    15:43   0:00 avahi-daemon: chroot helper
root        1107  0.0  0.0      0     0 ?        I    15:43   0:00 [kworker/18:2-cgroup_destroy]
syslog      1161  0.0  0.0 222564  6760 ?        Ssl  15:43   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1168  0.0  0.1 336360 19588 ?        Ssl  15:43   0:00 /usr/sbin/NetworkManager --no-daemon
root        1171  0.0  0.0  18132 11552 ?        Ss   15:43   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1205  0.0  0.0 392100 12980 ?        Ssl  15:43   0:00 /usr/sbin/ModemManager
root        1375  0.0  0.0  38396 12324 ?        Ss   15:43   0:00 /usr/sbin/cupsd -l
root        1379  0.0  0.1 118040 25156 ?        Ssl  15:43   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
lp          1399  0.0  0.0  16832  6856 ?        S    15:43   0:00 /usr/lib/cups/notifier/dbus dbus://
root        1401  0.0  0.0 314812  9436 ?        Ssl  15:43   0:00 /usr/sbin/gdm3
mysql       1409  1.3  2.4 2310820 394236 ?      Ssl  15:43   0:23 /usr/sbin/mysqld
root        1410  0.0  0.0 242260 10192 ?        Sl   15:43   0:00 gdm-session-worker [pam/gdm-autologin]
root        1416  0.0  0.0      0     0 ?        S    15:43   0:00 [psimon]
rehan       1418  0.0  0.0  21376 12776 ?        Ss   15:43   0:00 /usr/lib/systemd/systemd --user
rehan       1419  0.0  0.0  21460  3644 ?        S    15:43   0:00 (sd-pam)
rehan       1443  0.0  0.0 115792 14456 ?        S<sl 15:43   0:00 /usr/bin/pipewire
rehan       1444  0.0  0.0  97736  6004 ?        Ssl  15:43   0:00 /usr/bin/pipewire -c filter-chain.conf
rehan       1447  0.0  0.1 406948 18996 ?        S<sl 15:43   0:00 /usr/bin/wireplumber
rehan       1448  0.0  0.1 121188 18204 ?        S<sl 15:43   0:00 /usr/bin/pipewire-pulse
rehan       1449  0.0  0.0 464104 10700 ?        SLsl 15:43   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
rehan       1455  0.0  0.0  11076  6796 ?        Ss   15:43   0:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
rtkit       1471  0.0  0.0  22940  3532 ?        SNsl 15:43   0:00 /usr/libexec/rtkit-daemon
rehan       1489  0.0  0.0 235668  6260 tty2     Ssl+ 15:43   0:00 /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
rehan       1495  0.0  0.1 298236 16560 tty2     Sl+  15:43   0:00 /usr/libexec/gnome-session-binary --session=ubuntu
rehan       1500  0.0  0.0 536560  7556 ?        Ssl  15:43   0:00 /usr/libexec/xdg-document-portal
rehan       1526  0.0  0.0 309308  6200 ?        Ssl  15:43   0:00 /usr/libexec/xdg-permission-store
root        1543  0.0  0.0   2704  2060 ?        Ss   15:43   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
rehan       1583  0.0  0.0 162652  6976 ?        Ssl  15:43   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
rehan       1589  0.0  0.0  91548  5608 ?        Ssl  15:43   0:00 /usr/libexec/gnome-session-ctl --monitor
rehan       1608  0.0  0.0 314264  8160 ?        Ssl  15:43   0:00 /usr/libexec/gvfsd
root        1613  0.0  0.0      0     0 ?        S<   15:43   0:00 [krfcommd]
rehan       1617  0.0  0.0 459708  7256 ?        Sl   15:43   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
rehan       1620  0.0  0.1 594240 18240 ?        Ssl  15:43   0:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
rehan       1659  0.0  0.0 382956  7984 ?        Sl   15:43   0:00 /usr/libexec/at-spi-bus-launcher --launch-immediately
rehan       1660  7.0  1.8 4666708 299216 ?      Ssl  15:43   2:05 /usr/bin/gnome-shell
rehan       1674  0.0  0.0   9612  5236 ?        S    15:43   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
rehan       1753  0.0  0.0 236068  7672 ?        Sl   15:43   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
colord      1754  0.0  0.0 320076 14652 ?        Ssl  15:43   0:00 /usr/libexec/colord
rehan       1786  0.0  0.1 654752 17732 ?        Sl   15:43   0:00 /usr/libexec/gnome-shell-calendar-server
rehan       1794  0.0  0.2 595164 42872 ?        Ssl  15:43   0:00 /usr/libexec/evolution-source-registry
rehan       1803  0.0  0.1 2801880 27592 ?       Sl   15:43   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
root        1805  0.0  0.0 316952  9468 ?        Ssl  15:43   0:00 /usr/libexec/upowerd
rehan       1810  0.2  0.0 388840 12464 ?        Ssl  15:43   0:05 /usr/bin/ibus-daemon --panel disable
rehan       1811  0.0  0.0 383536  6816 ?        Ssl  15:43   0:00 /usr/libexec/gsd-a11y-settings
rehan       1813  0.0  0.1 412948 20444 ?        Ssl  15:43   0:00 /usr/libexec/gsd-color
rehan       1814  0.0  0.0 431684 12396 ?        Ssl  15:43   0:00 /usr/libexec/gsd-datetime
rehan       1815  0.0  0.0 458884  8132 ?        Ssl  15:43   0:00 /usr/libexec/gsd-housekeeping
rehan       1824  0.0  0.1 411804 19760 ?        Ssl  15:43   0:00 /usr/libexec/gsd-keyboard
rehan       1828  0.0  0.1 741644 25552 ?        Ssl  15:43   0:00 /usr/libexec/gsd-media-keys
rehan       1833  0.0  0.1 592952 26768 ?        Ssl  15:43   0:00 /usr/libexec/gsd-power
rehan       1835  0.0  0.0 323760 11824 ?        Ssl  15:43   0:00 /usr/libexec/gsd-print-notifications
rehan       1838  0.0  0.0 531084  6800 ?        Ssl  15:43   0:00 /usr/libexec/gsd-rfkill
rehan       1844  0.0  0.0 309560  6432 ?        Ssl  15:43   0:00 /usr/libexec/gsd-screensaver-proxy
rehan       1848  0.0  0.0 543204 11892 ?        Ssl  15:43   0:00 /usr/libexec/gsd-sharing
rehan       1852  0.0  0.0 385836  8344 ?        Ssl  15:43   0:00 /usr/libexec/gsd-smartcard
